case_id,reason_code,payment_rail,order_value,days_since_transaction,device_ip_match_history,auth_flow_type,customer_account_age_days,customer_past_order_count,customer_past_dispute_count,delivery_confirmed,tracking_available,merchant_comm_log_exists,refund_already_issued,label
non_del_00328,non_delivery,netbanking,1285.43,9,,,1308,6,2,0,0,1,0,0
non_del_00329,non_delivery,upi,6686.94,29,,,962,1,1,1,1,1,0,1
non_del_00330,non_delivery,upi,3394.32,37,,,1023,5,1,0,0,1,0,1
non_del_00331,non_delivery,upi,4373.78,13,,,1013,15,0,0,1,1,0,1
non_del_00332,non_delivery,netbanking,1684.14,20,,,195,6,0,0,1,1,0,0
non_del_00333,non_delivery,upi,1978.67,40,,,450,8,0,1,1,1,0,1
non_del_00334,non_delivery,upi,4119.21,9,,,1633,4,0,0,0,0,0,0
non_del_00335,non_delivery,upi,1210.33,18,,,1851,3,0,1,1,1,1,1
non_del_00336,non_delivery,upi,2297.13,12,,,292,9,1,1,1,1,0,1
non_del_00337,non_delivery,upi,1285.53,15,,,1828,5,0,1,1,1,0,1
non_del_00338,non_delivery,upi,2385.8,20,,,61,8,0,0,0,1,0,1
non_del_00339,non_delivery,upi,542.52,41,,,1033,8,0,0,1,1,0,1
non_del_00340,non_delivery,upi,1071.07,0,,,1655,3,0,1,1,1,0,1
non_del_00341,non_delivery,upi,2008.55,16,,,436,3,1,1,0,1,0,1
non_del_00342,non_delivery,upi,2177.72,38,,,1897,1,1,1,1,1,0,1
non_del_00343,non_delivery,netbanking,2764.95,3,,,1965,13,1,1,1,1,0,1
non_del_00344,non_delivery,upi,640.17,22,,,849,6,0,1,1,0,0,1
non_del_00345,non_delivery,upi,1953.6,6,,,1785,5,1,1,1,1,0,1
non_del_00346,non_delivery,netbanking,406.82,25,,,159,7,0,0,0,1,0,1
non_del_00347,non_delivery,upi,1341.28,32,,,1043,5,1,1,1,1,0,1
non_del_00348,non_delivery,netbanking,1724.5,28,,,585,9,0,1,1,1,0,1
non_del_00349,non_delivery,upi,1542.92,25,,,1253,7,1,1,1,1,0,1
non_del_00350,non_delivery,netbanking,4735.64,33,,,502,5,2,1,1,0,0,1
non_del_00351,non_delivery,upi,1736.08,24,,,879,8,0,1,0,1,1,1
non_del_00352,non_delivery,upi,2507.41,27,,,1463,6,0,1,1,1,0,1
non_del_00353,non_delivery,netbanking,2013.28,3,,,412,9,2,0,1,1,0,0
non_del_00354,non_delivery,upi,1656.57,0,,,1684,4,1,0,1,0,0,0
non_del_00355,non_delivery,upi,2385.24,7,,,1363,6,0,0,0,1,0,0
non_del_00356,non_delivery,upi,1888.55,24,,,502,2,0,0,0,1,0,0
non_del_00357,non_delivery,upi,1775.02,17,,,1338,3,1,1,1,1,0,1
non_del_00358,non_delivery,netbanking,1434.37,16,,,636,6,0,1,1,1,0,1
non_del_00359,non_delivery,upi,1210.11,20,,,1095,3,0,0,0,1,0,0
non_del_00360,non_delivery,upi,1084.15,44,,,1221,4,0,1,1,1,0,1
non_del_00361,non_delivery,upi,1777.53,16,,,1629,4,0,1,1,0,0,1
non_del_00362,non_delivery,upi,1688.78,19,,,697,7,0,1,1,1,0,1
non_del_00363,non_delivery,netbanking,4040.04,22,,,904,16,0,1,1,1,0,1
non_del_00364,non_delivery,upi,488.82,34,,,885,5,0,0,1,1,0,1
non_del_00365,non_delivery,upi,4972.28,33,,,1721,8,0,1,1,1,0,1
non_del_00366,non_delivery,upi,656.0,44,,,1683,5,0,1,1,0,0,1
non_del_00367,non_delivery,upi,1642.55,28,,,434,7,0,0,1,0,1,0
non_del_00368,non_delivery,upi,2193.33,42,,,211,5,1,1,1,0,0,1
non_del_00369,non_delivery,netbanking,786.9,27,,,1923,2,0,1,1,0,1,1
non_del_00370,non_delivery,upi,642.54,24,,,334,7,1,0,0,1,0,0
non_del_00371,non_delivery,upi,1511.38,25,,,410,8,0,1,1,1,0,1
non_del_00372,non_delivery,netbanking,2550.84,21,,,238,7,1,1,1,1,0,1
non_del_00373,non_delivery,upi,3017.39,9,,,321,9,1,0,0,0,0,0
non_del_00374,non_delivery,netbanking,562.27,16,,,127,7,3,0,0,1,0,0
non_del_00375,non_delivery,upi,1465.44,27,,,1207,8,0,0,1,1,0,0
non_del_00376,non_delivery,upi,344.23,27,,,1020,6,0,1,1,1,0,1
non_del_00377,non_delivery,upi,802.87,7,,,187,5,0,1,1,1,0,1
non_del_00378,non_delivery,upi,3575.96,36,,,1304,6,1,0,0,1,0,0
non_del_00379,non_delivery,netbanking,2108.58,32,,,336,9,0,1,1,0,0,1
non_del_00380,non_delivery,upi,860.92,23,,,1076,7,1,1,1,1,0,1
non_del_00381,non_delivery,upi,3358.76,20,,,1458,7,1,1,1,1,0,1
non_del_00382,non_delivery,netbanking,965.24,25,,,852,4,1,1,1,1,0,1
non_del_00383,non_delivery,upi,1616.12,26,,,616,4,1,1,1,1,0,1
non_del_00384,non_delivery,upi,275.7,19,,,1792,12,1,0,1,1,0,0
non_del_00385,non_delivery,upi,863.6,38,,,1600,4,0,1,1,1,0,1
non_del_00386,non_delivery,upi,1975.72,7,,,1688,3,1,0,1,0,0,1
non_del_00387,non_delivery,netbanking,1910.94,16,,,311,4,0,1,1,0,0,1
non_del_00388,non_delivery,upi,1208.31,17,,,547,8,1,1,1,1,0,1
non_del_00389,non_delivery,upi,1501.95,4,,,771,4,1,1,1,0,0,1
non_del_00390,non_delivery,upi,2679.92,4,,,337,9,1,0,0,1,0,1
non_del_00391,non_delivery,upi,1416.33,40,,,773,6,0,0,1,1,1,0
non_del_00392,non_delivery,upi,2196.75,34,,,496,7,0,1,1,1,1,1
non_del_00393,non_delivery,upi,1059.59,16,,,961,3,0,0,0,1,0,0
non_del_00394,non_delivery,upi,1600.28,11,,,1415,8,1,1,1,0,1,0
non_del_00395,non_delivery,upi,254.3,18,,,821,6,1,0,0,1,0,0
non_del_00396,non_delivery,upi,1121.94,31,,,1444,2,1,1,1,0,0,1
non_del_00397,non_delivery,upi,1733.75,13,,,774,5,0,0,0,1,0,1
non_del_00398,non_delivery,upi,1534.05,2,,,989,10,0,0,0,1,0,0
non_del_00399,non_delivery,upi,1058.53,18,,,657,6,0,0,0,1,0,1
non_del_00400,non_delivery,netbanking,723.64,26,,,170,3,0,0,1,1,0,1
non_del_00401,non_delivery,upi,1775.08,23,,,31,9,1,0,0,1,0,0
non_del_00402,non_delivery,upi,1496.46,7,,,367,8,0,0,0,1,0,1
non_del_00403,non_delivery,netbanking,2049.77,37,,,1233,4,0,1,1,0,1,0
non_del_00404,non_delivery,upi,940.09,28,,,200,6,0,1,1,1,0,1
non_del_00405,non_delivery,upi,2408.73,32,,,947,7,0,0,0,1,0,0
non_del_00406,non_delivery,netbanking,630.22,43,,,266,2,1,1,0,1,0,1
non_del_00407,non_delivery,upi,442.38,23,,,747,2,0,1,1,1,0,1
non_del_00408,non_delivery,upi,3596.04,26,,,541,4,0,1,1,1,0,1
non_del_00409,non_delivery,upi,664.97,34,,,423,3,0,1,1,1,0,1
non_del_00410,non_delivery,upi,1786.06,34,,,1031,8,0,1,1,0,0,1
non_del_00411,non_delivery,upi,1303.52,38,,,1782,5,0,1,1,1,1,1
non_del_00412,non_delivery,upi,3652.0,31,,,1306,11,2,1,1,1,0,0
non_del_00413,non_delivery,upi,2471.83,2,,,476,8,0,1,1,1,0,1
non_del_00414,non_delivery,upi,455.56,15,,,1698,5,0,1,1,1,0,0
non_del_00415,non_delivery,upi,4354.78,26,,,1841,3,1,1,1,1,0,1
non_del_00416,non_delivery,upi,3058.2,20,,,1513,4,0,1,1,1,0,1
non_del_00417,non_delivery,upi,1186.88,1,,,435,4,1,1,1,1,0,0
non_del_00418,non_delivery,upi,624.41,12,,,335,8,1,0,1,1,0,0
non_del_00419,non_delivery,upi,1873.57,13,,,1942,5,0,1,1,0,0,1
non_del_00420,non_delivery,upi,1947.07,1,,,1777,4,0,1,1,1,0,1
non_del_00421,non_delivery,netbanking,301.49,34,,,840,8,1,0,0,1,0,0
non_del_00422,non_delivery,netbanking,1781.96,17,,,914,6,0,0,0,1,0,1
non_del_00423,non_delivery,upi,2896.4,35,,,1065,5,0,1,1,0,0,1
non_del_00424,non_delivery,upi,1715.06,39,,,1777,4,0,0,0,1,0,0
non_del_00425,non_delivery,netbanking,1523.18,39,,,598,6,1,1,1,1,1,1
non_del_00426,non_delivery,upi,1393.52,40,,,1357,9,0,0,1,1,0,1
non_del_00427,non_delivery,netbanking,852.09,22,,,1878,15,1,0,0,1,0,1
non_del_00428,non_delivery,netbanking,3283.7,10,,,599,6,1,1,1,1,0,1
non_del_00429,non_delivery,netbanking,1237.79,3,,,565,4,1,1,0,1,0,1
non_del_00430,non_delivery,upi,1872.48,28,,,269,6,0,1,0,1,0,1
non_del_00431,non_delivery,upi,523.41,5,,,1460,7,2,0,1,0,0,0
non_del_00432,non_delivery,upi,1484.5,10,,,545,5,0,0,0,1,0,1
non_del_00433,non_delivery,upi,2268.68,10,,,41,7,2,0,0,0,0,0
non_del_00434,non_delivery,netbanking,1216.06,12,,,1005,9,0,1,1,1,0,1
non_del_00435,non_delivery,netbanking,1242.55,16,,,1117,5,0,1,1,0,0,1
non_del_00436,non_delivery,upi,1597.6,14,,,35,7,1,1,1,1,0,1
non_del_00437,non_delivery,upi,2207.96,23,,,1483,5,1,1,1,1,0,1
non_del_00438,non_delivery,netbanking,1773.01,43,,,1117,7,1,1,1,1,0,1
non_del_00439,non_delivery,netbanking,5380.71,29,,,942,4,0,0,0,1,0,1
non_del_00440,non_delivery,netbanking,3598.62,30,,,688,6,0,1,1,1,1,1
non_del_00441,non_delivery,upi,1045.1,7,,,1286,5,1,0,1,1,0,0
non_del_00442,non_delivery,netbanking,3167.73,5,,,1501,9,2,1,1,0,0,0
non_del_00443,non_delivery,upi,296.03,8,,,1536,6,1,1,0,1,0,1
non_del_00444,non_delivery,upi,1298.39,38,,,776,7,0,0,0,0,0,0
non_del_00445,non_delivery,upi,421.83,7,,,1000,6,0,1,1,1,0,1
non_del_00446,non_delivery,upi,2375.61,44,,,508,6,2,1,1,1,0,1
non_del_00447,non_delivery,netbanking,1216.41,33,,,436,4,2,1,1,0,0,0
non_del_00448,non_delivery,upi,592.21,37,,,1724,3,0,1,1,1,0,1
non_del_00449,non_delivery,upi,2710.05,13,,,794,4,0,0,0,0,0,0
non_del_00450,non_delivery,upi,665.72,7,,,547,7,0,1,1,1,0,1
non_del_00451,non_delivery,netbanking,2539.45,7,,,1461,3,1,1,1,1,0,1
non_del_00452,non_delivery,upi,1913.64,38,,,1393,6,0,1,1,1,0,1
non_del_00453,non_delivery,upi,1388.07,19,,,542,5,0,1,1,1,1,1
non_del_00454,non_delivery,upi,2950.15,18,,,350,6,0,1,1,0,0,1
non_del_00455,non_delivery,upi,777.87,11,,,1264,4,1,1,1,1,0,1
non_del_00456,non_delivery,upi,345.89,16,,,1836,5,0,1,1,0,0,1
non_del_00457,non_delivery,upi,630.64,16,,,297,4,0,0,1,1,0,1
non_del_00458,non_delivery,upi,5336.98,33,,,479,11,0,0,1,1,0,1
non_del_00459,non_delivery,netbanking,860.6,37,,,1860,4,0,1,1,0,0,0
non_del_00460,non_delivery,netbanking,1165.81,21,,,1465,1,0,1,1,1,0,1
non_del_00461,non_delivery,upi,4122.18,15,,,1206,1,0,1,1,1,1,1
non_del_00462,non_delivery,upi,1167.08,20,,,672,6,0,1,1,1,0,1
non_del_00463,non_delivery,upi,2420.56,7,,,937,5,1,0,0,1,1,0
non_del_00464,non_delivery,upi,4424.63,3,,,379,8,0,1,1,1,0,1
non_del_00465,non_delivery,upi,2163.57,10,,,1623,5,1,1,1,1,0,1
non_del_00466,non_delivery,netbanking,1569.13,1,,,1003,10,1,1,1,1,1,1
non_del_00467,non_delivery,netbanking,2768.55,1,,,1594,8,1,1,1,1,0,1
non_del_00468,non_delivery,upi,200.44,10,,,1755,5,0,1,1,1,0,1
non_del_00469,non_delivery,netbanking,1155.55,40,,,195,13,3,1,1,1,0,1
non_del_00470,non_delivery,netbanking,3637.83,8,,,1725,4,0,1,1,0,0,1
non_del_00471,non_delivery,upi,869.5,31,,,614,6,1,0,0,1,1,0
non_del_00472,non_delivery,netbanking,107.61,6,,,656,9,2,1,0,1,0,0
non_del_00473,non_delivery,netbanking,1767.03,20,,,917,8,0,0,0,1,0,0
non_del_00474,non_delivery,netbanking,2439.96,27,,,595,8,0,1,1,1,1,1
non_del_00475,non_delivery,netbanking,1273.61,25,,,681,10,0,1,1,0,0,1
non_del_00476,non_delivery,upi,2461.51,35,,,1387,4,0,0,1,1,0,1
non_del_00477,non_delivery,upi,1922.79,11,,,635,5,1,1,1,1,0,1
non_del_00478,non_delivery,netbanking,8077.42,33,,,1216,8,0,1,0,1,0,1
non_del_00479,non_delivery,upi,2802.77,18,,,705,6,0,1,1,1,0,1
non_del_00480,non_delivery,upi,1924.05,20,,,651,12,0,1,1,0,0,1
non_del_00481,non_delivery,upi,255.15,14,,,284,6,0,0,0,1,0,0
non_del_00482,non_delivery,upi,928.48,44,,,1727,6,1,0,0,1,1,0
non_del_00483,non_delivery,upi,677.98,37,,,239,5,1,1,1,0,0,1
non_del_00484,non_delivery,netbanking,4050.59,20,,,1107,8,1,1,1,1,0,1
non_del_00485,non_delivery,upi,605.87,33,,,521,10,0,1,1,1,0,1
non_del_00486,non_delivery,upi,1257.71,41,,,1976,6,0,0,1,1,0,1
non_del_00487,non_delivery,upi,2082.87,12,,,141,4,1,0,0,1,0,0
non_del_00488,non_delivery,upi,1066.69,14,,,852,6,0,1,1,0,1,1
non_del_00489,non_delivery,netbanking,1205.81,34,,,1020,3,0,1,1,1,0,1
non_del_00490,non_delivery,netbanking,1924.06,12,,,1973,6,1,1,1,1,0,1
non_del_00491,non_delivery,netbanking,869.13,4,,,307,4,0,1,1,1,0,1
non_del_00492,non_delivery,upi,1760.68,26,,,1666,4,1,1,1,1,0,1
non_del_00493,non_delivery,netbanking,2708.45,9,,,136,3,0,1,1,1,0,1
non_del_00494,non_delivery,upi,979.6,26,,,580,5,0,1,0,1,0,1
non_del_00495,non_delivery,upi,656.2,4,,,1674,10,0,0,0,0,0,1
non_del_00496,non_delivery,netbanking,4621.2,21,,,754,7,2,1,1,1,0,1
non_del_00497,non_delivery,upi,4663.87,10,,,1175,6,1,0,0,1,0,0
non_del_00498,non_delivery,upi,1520.29,23,,,783,4,1,0,0,0,0,0
non_del_00499,non_delivery,netbanking,1723.14,10,,,1796,6,1,0,0,1,0,0
non_del_00500,non_delivery,upi,1712.22,11,,,185,6,1,0,0,1,0,1
non_del_00501,non_delivery,netbanking,1145.96,40,,,1966,4,2,0,1,1,0,0
non_del_00502,non_delivery,upi,1491.65,44,,,468,8,0,0,0,1,0,1
non_del_00503,non_delivery,upi,260.31,14,,,1187,3,0,0,0,1,0,0
non_del_00504,non_delivery,netbanking,489.08,29,,,523,6,0,0,0,1,0,0
non_del_00505,non_delivery,upi,1211.4,15,,,1592,7,0,0,1,1,0,0
non_del_00506,non_delivery,upi,986.92,7,,,1408,6,0,0,0,1,0,0
non_del_00507,non_delivery,upi,557.49,4,,,319,6,0,1,1,0,0,1
non_del_00508,non_delivery,upi,1487.92,40,,,493,6,2,1,1,1,0,1
non_del_00509,non_delivery,upi,2511.03,2,,,1397,4,1,0,0,1,0,1
non_del_00510,non_delivery,netbanking,870.27,22,,,1005,4,1,1,1,1,1,1
non_del_00511,non_delivery,upi,168.49,9,,,1099,3,1,1,1,1,0,1
non_del_00512,non_delivery,upi,1924.72,34,,,733,11,2,0,0,1,0,0
non_del_00513,non_delivery,upi,1236.16,6,,,1353,7,0,1,1,1,0,1
non_del_00514,non_delivery,upi,2796.99,25,,,1858,6,0,0,0,1,1,0
non_del_00515,non_delivery,upi,451.51,15,,,210,5,0,1,1,1,0,1
non_del_00516,non_delivery,netbanking,629.48,23,,,1387,6,0,1,1,1,0,1
non_del_00517,non_delivery,upi,1181.56,8,,,1871,7,1,1,1,0,0,0
non_del_00518,non_delivery,upi,751.14,5,,,444,6,0,0,0,1,1,0
non_del_00519,non_delivery,upi,3377.95,8,,,835,5,1,0,0,1,1,0
non_del_00520,non_delivery,upi,477.2,25,,,1133,6,0,1,1,1,0,1
non_del_00521,non_delivery,upi,1150.11,29,,,1551,6,1,1,1,1,0,0
non_del_00522,non_delivery,upi,5290.76,40,,,1374,7,0,1,1,1,0,1
non_del_00523,non_delivery,upi,442.12,42,,,1981,4,0,1,1,1,0,1
non_del_00524,non_delivery,upi,1597.95,33,,,1114,5,1,1,1,1,0,0
non_del_00525,non_delivery,upi,1254.19,0,,,1746,8,0,0,0,1,0,1
non_del_00526,non_delivery,netbanking,2126.84,31,,,1040,5,0,1,1,1,0,1
non_del_00527,non_delivery,upi,1979.03,31,,,624,7,2,0,1,1,0,1
non_del_00528,non_delivery,netbanking,1890.66,31,,,1348,5,0,1,1,1,0,1
non_del_00529,non_delivery,upi,2925.98,29,,,804,4,1,1,1,1,0,1
non_del_00530,non_delivery,upi,2875.85,30,,,1315,6,1,0,1,1,0,0
non_del_00531,non_delivery,upi,977.0,26,,,1297,8,0,0,0,1,0,1
non_del_00532,non_delivery,upi,947.26,27,,,148,6,2,1,1,1,0,1
non_del_00533,non_delivery,netbanking,2435.31,31,,,1076,2,0,1,1,1,0,1
non_del_00534,non_delivery,upi,1769.86,1,,,27,7,1,0,1,1,0,0
non_del_00535,non_delivery,upi,2010.18,22,,,821,6,0,0,0,1,0,1
non_del_00536,non_delivery,upi,1615.4,5,,,1314,7,0,1,1,1,0,1
non_del_00537,non_delivery,netbanking,1088.82,41,,,1307,7,0,1,1,0,0,1
non_del_00538,non_delivery,upi,2351.19,44,,,207,6,0,1,1,1,0,1
non_del_00539,non_delivery,netbanking,836.96,7,,,1819,4,0,1,1,1,0,1
non_del_00540,non_delivery,upi,5364.68,40,,,1476,2,0,1,1,1,0,1
non_del_00541,non_delivery,upi,5034.68,21,,,619,11,0,1,1,1,0,1
non_del_00542,non_delivery,netbanking,6151.41,30,,,899,8,1,0,1,1,0,1
non_del_00543,non_delivery,upi,1853.63,29,,,257,9,2,0,0,0,0,0
non_del_00544,non_delivery,upi,1201.26,5,,,725,5,1,0,1,1,0,1
non_del_00545,non_delivery,upi,3905.03,40,,,1351,7,0,1,1,1,1,1
non_del_00546,non_delivery,netbanking,1642.22,28,,,1764,4,0,1,0,1,0,1
non_del_00547,non_delivery,netbanking,2794.5,21,,,1179,10,0,0,1,1,0,0
non_del_00548,non_delivery,upi,2781.38,27,,,566,4,1,1,1,0,0,1
non_del_00549,non_delivery,netbanking,856.4,43,,,1811,4,0,0,1,1,0,1
non_del_00550,non_delivery,upi,2313.26,29,,,1089,6,1,1,0,1,0,1
non_del_00551,non_delivery,upi,2699.38,29,,,1485,8,0,1,1,1,0,1
non_del_00552,non_delivery,netbanking,1500.89,39,,,1417,6,0,1,1,1,1,1
non_del_00553,non_delivery,netbanking,484.15,31,,,794,4,0,1,1,1,0,1
non_del_00554,non_delivery,netbanking,3964.53,6,,,42,3,0,1,1,1,0,1
non_del_00555,non_delivery,netbanking,5288.1,36,,,1267,6,0,0,0,1,0,1
non_del_00556,non_delivery,upi,1718.68,40,,,1784,5,0,1,1,1,0,1
non_del_00557,non_delivery,netbanking,1288.17,33,,,1724,7,0,1,1,1,1,1
non_del_00558,non_delivery,upi,406.18,6,,,1719,6,0,0,0,1,0,1
non_del_00559,non_delivery,upi,1787.05,23,,,695,12,0,1,1,1,0,1
non_del_00560,non_delivery,netbanking,1137.25,2,,,1811,4,0,1,1,0,0,1
non_del_00561,non_delivery,upi,404.54,34,,,28,7,0,1,1,1,0,1
non_del_00562,non_delivery,upi,2953.47,43,,,633,2,0,0,0,1,0,0
non_del_00563,non_delivery,netbanking,2398.6,1,,,1253,5,1,0,0,1,0,0
non_del_00564,non_delivery,upi,1023.82,4,,,623,7,0,1,1,1,0,1
non_del_00565,non_delivery,upi,4643.63,41,,,52,9,0,1,1,1,0,1
non_del_00566,non_delivery,upi,1551.97,35,,,349,5,0,0,1,1,0,1
non_del_00567,non_delivery,upi,1741.89,37,,,1875,4,1,0,1,0,0,1
non_del_00568,non_delivery,upi,1394.52,9,,,856,2,0,0,1,1,0,1
non_del_00569,non_delivery,upi,3226.43,28,,,337,4,0,1,1,0,0,1
non_del_00570,non_delivery,netbanking,2339.9,37,,,1238,5,0,1,1,1,0,1
non_del_00571,non_delivery,upi,257.51,3,,,749,6,2,1,1,0,0,1
non_del_00572,non_delivery,netbanking,1636.07,12,,,787,7,0,1,1,1,0,1
non_del_00573,non_delivery,netbanking,2764.1,13,,,1892,7,0,1,1,1,0,1
non_del_00574,non_delivery,upi,405.53,24,,,1085,6,0,1,1,0,0,1
non_del_00575,non_delivery,netbanking,2744.51,11,,,160,5,0,1,1,0,0,1
non_del_00576,non_delivery,upi,2376.65,15,,,1884,10,1,0,0,1,0,1
non_del_00577,non_delivery,upi,732.87,11,,,9,10,1,0,0,1,0,0
non_del_00578,non_delivery,netbanking,1359.0,2,,,1373,5,0,1,1,1,0,1
non_del_00579,non_delivery,netbanking,547.34,30,,,208,7,1,1,1,1,0,1
non_del_00580,non_delivery,upi,1035.39,28,,,544,9,0,0,0,1,0,1
non_del_00581,non_delivery,upi,1342.33,39,,,1972,2,0,1,1,1,0,1
non_del_00582,non_delivery,upi,2523.86,25,,,338,10,0,1,1,0,0,1
non_del_00583,non_delivery,netbanking,2870.14,30,,,1943,6,0,0,1,1,1,1
non_del_00584,non_delivery,upi,1908.58,16,,,585,8,2,1,1,1,0,1
non_del_00585,non_delivery,upi,1298.4,17,,,769,6,0,0,0,1,0,1
non_del_00586,non_delivery,upi,2687.15,18,,,1874,7,0,1,0,1,0,1
non_del_00587,non_delivery,upi,1746.42,43,,,1486,7,1,1,1,1,0,1
non_del_00588,non_delivery,upi,2060.22,21,,,589,4,0,1,1,1,1,1
non_del_00589,non_delivery,upi,2966.15,38,,,1472,2,0,1,1,1,0,1
non_del_00590,non_delivery,upi,2579.17,14,,,954,3,0,1,1,1,0,1
non_del_00591,non_delivery,upi,2050.42,30,,,200,10,0,0,1,1,0,1
non_del_00592,non_delivery,upi,2338.29,12,,,504,7,0,0,0,1,0,0
non_del_00593,non_delivery,upi,1019.39,17,,,471,8,1,1,1,0,1,1
non_del_00594,non_delivery,upi,912.69,38,,,948,5,0,1,1,1,0,1
non_del_00595,non_delivery,netbanking,5241.87,30,,,1778,8,0,1,1,1,0,1
non_del_00596,non_delivery,upi,872.66,21,,,1138,3,1,1,1,0,0,1
non_del_00597,non_delivery,upi,2986.47,18,,,332,7,1,1,1,1,0,1
non_del_00598,non_delivery,upi,1284.39,35,,,1215,4,0,1,1,1,1,0
non_del_00599,non_delivery,upi,2511.39,6,,,1042,8,0,1,1,0,0,1
non_del_00600,non_delivery,netbanking,229.15,38,,,775,3,0,0,1,1,0,1
non_del_00601,non_delivery,netbanking,510.34,27,,,489,7,0,1,1,1,0,1
non_del_00602,non_delivery,upi,3102.69,14,,,1425,9,0,1,1,1,1,1
non_del_00603,non_delivery,upi,364.93,31,,,1115,5,0,1,1,1,0,1
non_del_00604,non_delivery,upi,1031.5,44,,,859,7,0,1,1,1,1,1
non_del_00605,non_delivery,netbanking,4020.15,15,,,393,9,0,1,1,1,0,1
non_del_00606,non_delivery,upi,2872.49,17,,,242,4,0,1,1,1,0,1
non_del_00607,non_delivery,netbanking,1232.0,41,,,432,5,1,0,1,1,0,1
non_del_00608,non_delivery,upi,875.72,15,,,1240,3,0,0,0,1,0,0
non_del_00609,non_delivery,netbanking,4421.88,38,,,94,9,1,1,1,1,0,1
non_del_00610,non_delivery,upi,939.12,40,,,144,5,2,1,1,1,0,1
non_del_00611,non_delivery,upi,1999.2,26,,,1980,6,0,1,1,0,0,1
non_del_00612,non_delivery,upi,3795.19,3,,,536,3,1,1,1,1,0,1
non_del_00613,non_delivery,upi,2244.32,2,,,227,11,0,0,0,1,0,1
non_del_00614,non_delivery,netbanking,3801.39,12,,,1929,1,1,1,1,1,0,1
non_del_00615,non_delivery,upi,1194.14,0,,,831,4,0,1,1,1,0,1
non_del_00616,non_delivery,upi,674.79,34,,,3,5,0,1,1,1,0,1
non_del_00617,non_delivery,netbanking,2582.02,28,,,835,5,1,1,1,1,0,1
non_del_00618,non_delivery,upi,3526.76,20,,,42,5,1,1,1,0,0,1
non_del_00619,non_delivery,upi,2341.53,36,,,607,2,1,1,1,1,0,1
non_del_00620,non_delivery,upi,777.26,6,,,1890,9,0,1,1,1,0,1
non_del_00621,non_delivery,upi,6712.45,22,,,1588,10,0,1,1,1,1,0
non_del_00622,non_delivery,netbanking,548.21,15,,,836,9,0,1,1,1,0,1
non_del_00623,non_delivery,upi,1852.94,1,,,676,6,0,1,1,1,0,1
non_del_00624,non_delivery,netbanking,3784.02,21,,,1168,6,1,1,1,1,0,1
non_del_00625,non_delivery,upi,1726.43,6,,,1251,3,2,1,1,0,0,1
non_del_00626,non_delivery,upi,2609.74,2,,,1518,11,1,0,1,1,1,0
non_del_00627,non_delivery,netbanking,337.53,9,,,1086,3,2,0,0,1,0,0
non_del_00628,non_delivery,netbanking,2539.45,8,,,155,9,1,1,1,1,0,1
non_del_00629,non_delivery,upi,739.21,28,,,1728,8,1,1,1,1,1,0
non_del_00630,non_delivery,upi,1874.55,35,,,672,4,0,1,1,1,0,1
non_del_00631,non_delivery,upi,533.55,21,,,1639,6,2,1,1,1,0,1
non_del_00632,non_delivery,netbanking,2708.35,28,,,1621,7,0,1,1,1,0,1
non_del_00633,non_delivery,upi,2315.48,4,,,436,6,0,0,0,1,0,0
non_del_00634,non_delivery,upi,1858.0,35,,,1030,7,1,1,1,1,0,1
non_del_00635,non_delivery,upi,3161.05,22,,,1500,6,1,1,1,1,0,1
non_del_00636,non_delivery,netbanking,2479.18,19,,,715,8,0,1,1,1,0,1
non_del_00637,non_delivery,upi,517.28,39,,,1585,9,0,1,1,0,0,1
non_del_00638,non_delivery,upi,3101.86,14,,,1047,5,0,1,1,1,0,1
non_del_00639,non_delivery,netbanking,2505.9,19,,,1838,7,0,0,0,1,0,0
non_del_00640,non_delivery,upi,872.45,41,,,1793,10,1,0,0,1,0,0
non_del_00641,non_delivery,upi,1670.94,6,,,1926,8,0,0,1,0,0,1
non_del_00642,non_delivery,upi,1156.47,23,,,441,7,0,1,1,1,0,1
non_del_00643,non_delivery,upi,5685.51,26,,,1474,3,0,1,1,1,0,1
non_del_00644,non_delivery,netbanking,663.97,31,,,1503,6,0,1,1,1,0,1
non_del_00645,non_delivery,upi,1200.79,41,,,900,8,0,1,1,1,0,1
non_del_00646,non_delivery,upi,1586.39,15,,,337,11,1,0,0,0,0,0
non_del_00647,non_delivery,upi,1814.35,5,,,586,3,1,0,1,1,0,0
non_del_00648,non_delivery,upi,1232.74,17,,,1030,4,0,0,1,1,0,1
non_del_00649,non_delivery,upi,1778.98,7,,,1729,6,0,1,1,1,0,1
non_del_00650,non_delivery,netbanking,2346.66,32,,,1832,5,0,0,0,1,0,0
non_del_00651,non_delivery,upi,946.18,25,,,1831,9,0,0,0,1,0,0
non_del_00652,non_delivery,upi,1234.26,34,,,1892,7,1,0,0,0,0,0
non_del_00653,non_delivery,upi,4903.83,15,,,196,5,0,1,1,0,1,0
non_del_00654,non_delivery,netbanking,3149.07,42,,,1991,2,1,1,1,1,0,1
non_del_00655,non_delivery,netbanking,3099.12,40,,,1109,8,1,0,0,0,0,0
non_del_00656,non_delivery,upi,494.73,41,,,200,6,0,1,1,1,1,1
non_del_00657,non_delivery,upi,5417.53,32,,,259,5,0,1,1,1,0,1
non_del_00658,non_delivery,netbanking,1542.25,8,,,510,4,1,0,1,1,0,0
non_del_00659,non_delivery,netbanking,3333.78,6,,,503,7,0,1,1,1,0,1
